event_id,event_date,proximity_date,relative_day,timestamp_utc,market_id,tier,anomaly_family,metric_name,observed_value,robust_z,rolling_percentile_rank,severity,status,same_day_context,proximity_window,market_watch_at_timestamp,wallet_or_concentration_watch_at_timestamp,proximity_critical_candidate,event_watch_candidate,suggested_context_label,claim_scope
evt_2024_06_28_biden_trump_debate,2024-06-28,2024-06-29,1,2024-06-29T00:00:00Z,polymarket_2024_us_presidential_replay,market,market_move,absolute_price_change,0.02,,0.9666666666666668,none,zero_mad,False,"[-1d,+1d]",False,False,False,False,no_event_alert,event_proximity_sensitivity_only
evt_2024_06_28_biden_trump_debate,2024-06-28,2024-06-29,1,2024-06-29T00:00:00Z,polymarket_2024_us_presidential_replay,tier_1_top_1pct,wallet_tier_activity,log1p_total_observed_amount_usd,12.580319222149734,0.0904952230792738,0.5333333333333333,none,ok,False,"[-1d,+1d]",False,False,False,False,no_event_alert,event_proximity_sensitivity_only
evt_2024_06_28_biden_trump_debate,2024-06-28,2024-06-29,1,2024-06-29T00:00:00Z,polymarket_2024_us_presidential_replay,tier_2_top_5pct,wallet_tier_activity,log1p_total_observed_amount_usd,9.81197515203002,0.1114228129799776,0.5666666666666667,none,ok,False,"[-1d,+1d]",False,False,False,False,no_event_alert,event_proximity_sensitivity_only
evt_2024_06_28_biden_trump_debate,2024-06-28,2024-06-29,1,2024-06-29T00:00:00Z,polymarket_2024_us_presidential_replay,tier_3_top_10pct,wallet_tier_activity,log1p_total_observed_amount_usd,0.0,-3.282292793208314,0.4,none,ok,False,"[-1d,+1d]",False,False,False,False,no_event_alert,event_proximity_sensitivity_only
evt_2024_06_28_biden_trump_debate,2024-06-28,2024-06-29,1,2024-06-29T00:00:00Z,polymarket_2024_us_presidential_replay,tier_4_observed_baseline,wallet_tier_activity,log1p_total_observed_amount_usd,11.221350327873235,0.2853943232823231,0.5666666666666667,none,ok,False,"[-1d,+1d]",False,False,False,False,no_event_alert,event_proximity_sensitivity_only
evt_2024_07_13_trump_shooting,2024-07-13,2024-07-12,-1,2024-07-12T00:00:00Z,polymarket_2024_us_presidential_replay,tier_1_top_1pct,active_wallet_activity,active_wallets,5.0,2.023472278429786,1.0,watch,ok,False,"[-1d,+1d]",True,True,True,False,critical_proximity_candidate,event_proximity_sensitivity_only
evt_2024_07_13_trump_shooting,2024-07-13,2024-07-12,-1,2024-07-12T00:00:00Z,polymarket_2024_us_presidential_replay,tier_2_top_5pct,active_wallet_activity,active_wallets,2.0,0.6744907594765952,0.8333333333333334,none,ok,False,"[-1d,+1d]",True,True,True,False,critical_proximity_candidate,event_proximity_sensitivity_only
evt_2024_07_13_trump_shooting,2024-07-13,2024-07-12,-1,2024-07-12T00:00:00Z,polymarket_2024_us_presidential_replay,tier_3_top_10pct,active_wallet_activity,active_wallets,0.0,-0.6744907594765952,0.4,none,ok,False,"[-1d,+1d]",True,True,True,False,critical_proximity_candidate,event_proximity_sensitivity_only
evt_2024_07_13_trump_shooting,2024-07-13,2024-07-12,-1,2024-07-12T00:00:00Z,polymarket_2024_us_presidential_replay,tier_4_observed_baseline,active_wallet_activity,active_wallets,3.0,-0.6744907594765952,0.3333333333333333,none,ok,False,"[-1d,+1d]",True,True,True,False,critical_proximity_candidate,event_proximity_sensitivity_only
evt_2024_07_13_trump_shooting,2024-07-13,2024-07-12,-1,2024-07-12T00:00:00Z,polymarket_2024_us_presidential_replay,all_tiers,concentration,tier_1_total_amount_share,0.7252907286720667,-0.287623170528906,0.3666666666666666,none,ok,False,"[-1d,+1d]",True,True,True,False,critical_proximity_candidate,event_proximity_sensitivity_only
evt_2024_07_13_trump_shooting,2024-07-13,2024-07-12,-1,2024-07-12T00:00:00Z,polymarket_2024_us_presidential_replay,market,market_move,absolute_price_change,0.025,2.697963037906418,0.9333333333333332,watch,ok,False,"[-1d,+1d]",True,True,True,False,critical_proximity_candidate,event_proximity_sensitivity_only
evt_2024_07_13_trump_shooting,2024-07-13,2024-07-12,-1,2024-07-12T00:00:00Z,polymarket_2024_us_presidential_replay,tier_1_top_1pct,wallet_tier_activity,log1p_total_observed_amount_usd,12.168424936069638,-1.3391039714893906,0.0666666666666666,none,ok,False,"[-1d,+1d]",True,True,True,False,critical_proximity_candidate,event_proximity_sensitivity_only
evt_2024_07_13_trump_shooting,2024-07-13,2024-07-12,-1,2024-07-12T00:00:00Z,polymarket_2024_us_presidential_replay,tier_2_top_5pct,wallet_tier_activity,log1p_total_observed_amount_usd,9.962087905726118,-0.115386935572089,0.4666666666666667,none,ok,False,"[-1d,+1d]",True,True,True,False,critical_proximity_candidate,event_proximity_sensitivity_only
evt_2024_07_13_trump_shooting,2024-07-13,2024-07-12,-1,2024-07-12T00:00:00Z,polymarket_2024_us_presidential_replay,tier_3_top_10pct,wallet_tier_activity,log1p_total_observed_amount_usd,0.0,-3.467360001978996,0.4,none,ok,False,"[-1d,+1d]",True,True,True,False,critical_proximity_candidate,event_proximity_sensitivity_only
evt_2024_07_13_trump_shooting,2024-07-13,2024-07-12,-1,2024-07-12T00:00:00Z,polymarket_2024_us_presidential_replay,tier_4_observed_baseline,wallet_tier_activity,log1p_total_observed_amount_usd,10.85412618950212,-0.8003296369331885,0.2666666666666666,none,ok,False,"[-1d,+1d]",True,True,True,False,critical_proximity_candidate,event_proximity_sensitivity_only
evt_2024_07_13_trump_shooting,2024-07-13,2024-07-13,0,2024-07-13T00:00:00Z,polymarket_2024_us_presidential_replay,tier_1_top_1pct,active_wallet_activity,active_wallets,2.0,0.0,0.5666666666666667,none,ok,True,"[-1d,+1d]",False,False,False,False,no_event_alert,event_proximity_sensitivity_only
evt_2024_07_13_trump_shooting,2024-07-13,2024-07-13,0,2024-07-13T00:00:00Z,polymarket_2024_us_presidential_replay,tier_2_top_5pct,active_wallet_activity,active_wallets,2.0,0.6744907594765952,0.8333333333333334,none,ok,True,"[-1d,+1d]",False,False,False,False,no_event_alert,event_proximity_sensitivity_only
evt_2024_07_13_trump_shooting,2024-07-13,2024-07-13,0,2024-07-13T00:00:00Z,polymarket_2024_us_presidential_replay,tier_3_top_10pct,active_wallet_activity,active_wallets,2.0,0.6744907594765952,0.9,info,ok,True,"[-1d,+1d]",False,False,False,False,no_event_alert,event_proximity_sensitivity_only
evt_2024_07_13_trump_shooting,2024-07-13,2024-07-13,0,2024-07-13T00:00:00Z,polymarket_2024_us_presidential_replay,tier_4_observed_baseline,active_wallet_activity,active_wallets,9.0,1.3489815189531904,0.9,info,ok,True,"[-1d,+1d]",False,False,False,False,no_event_alert,event_proximity_sensitivity_only
evt_2024_07_13_trump_shooting,2024-07-13,2024-07-13,0,2024-07-13T00:00:00Z,polymarket_2024_us_presidential_replay,all_tiers,concentration,tier_1_total_amount_share,0.6807474533533672,-0.6369270902584082,0.3,none,ok,True,"[-1d,+1d]",False,False,False,False,no_event_alert,event_proximity_sensitivity_only
evt_2024_07_13_trump_shooting,2024-07-13,2024-07-13,0,2024-07-13T00:00:00Z,polymarket_2024_us_presidential_replay,market,market_move,absolute_price_change,0.005,7.488351710678321e-15,0.5,none,ok,True,"[-1d,+1d]",False,False,False,False,no_event_alert,event_proximity_sensitivity_only
evt_2024_07_13_trump_shooting,2024-07-13,2024-07-13,0,2024-07-13T00:00:00Z,polymarket_2024_us_presidential_replay,tier_1_top_1pct,wallet_tier_activity,log1p_total_observed_amount_usd,13.325839278852657,0.6975276336031839,0.7,none,ok,True,"[-1d,+1d]",False,False,False,False,no_event_alert,event_proximity_sensitivity_only
evt_2024_07_13_trump_shooting,2024-07-13,2024-07-13,0,2024-07-13T00:00:00Z,polymarket_2024_us_presidential_replay,tier_2_top_5pct,wallet_tier_activity,log1p_total_observed_amount_usd,10.160839870464011,0.317024522347245,0.5666666666666667,none,ok,True,"[-1d,+1d]",False,False,False,False,no_event_alert,event_proximity_sensitivity_only
evt_2024_07_13_trump_shooting,2024-07-13,2024-07-13,0,2024-07-13T00:00:00Z,polymarket_2024_us_presidential_replay,tier_3_top_10pct,wallet_tier_activity,log1p_total_observed_amount_usd,10.727026828278731,0.4373304322636198,0.8,none,ok,True,"[-1d,+1d]",False,False,False,False,no_event_alert,event_proximity_sensitivity_only
evt_2024_07_13_trump_shooting,2024-07-13,2024-07-13,0,2024-07-13T00:00:00Z,polymarket_2024_us_presidential_replay,tier_4_observed_baseline,wallet_tier_activity,log1p_total_observed_amount_usd,12.282855645415122,1.0414527898334365,0.9333333333333332,info,ok,True,"[-1d,+1d]",False,False,False,False,no_event_alert,event_proximity_sensitivity_only
